DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,DLBCL,B_cell,B_cell,B_cell,B_cell,B_cell,B_cell,B_cell,FL,FL,FL,FL,FL,FL,CLL,CLL,CLL,CLL,CLL,CLL,CLL
1.115768501,0.605593632,0.006692699,-0.192940946,1.393037452,-0.004398059,0.239598617,0.816318034,0.50577681,0.206326343,-0.015488817,1.237766839,-0.814023395,0.383778472,0.428141504,-0.958203249,-0.825114153,-1.546013424,-1.102383103,-0.459119138,-1.046929313,0.017783457,-1.302016748,-1.279835232,-0.22621322,0.261780133,0.794136518,-0.536754444,-0.658752783,0.882862583,0.039964973,-0.547845202,-0.658752783,-1.579285698,-1.51274115,0.195235585,-2.211458906,1.459582,0.705410454,1.51503579,1.40412821,0.871771825,1.537217306,1.825577014,0.949407131,0.295052407,0.372687714,0.516867568,0.184144827,0.78304576
1.261439675,1.172382979,0.007795414,0.295517048,0.658594347,0.44622838,0.035197474,0.425676834,-0.595049914,-0.142915918,0.035197474,0.364022198,-0.341580856,-1.074585971,-1.903498297,-1.910348812,-0.608750944,-0.68410661,-0.286776735,-1.074585971,-0.841668457,-0.581348884,-1.184194212,-0.738910731,-0.122364373,0.548986106,0.569537651,0.035197474,0.953166496,1.110728343,1.460104613,0.912063406,1.562862339,0.09685211,0.144805716,0.713398468,-0.560797339,-0.211421069,-0.451189097,0.617491257,0.213310866,-0.225122099,0.055749019,0.960017011,1.528609764,1.398449977,1.384748947,1.775228307,1.63136749,0.960017011
0.400707352,1.201153579,0.10580611,-0.512082205,0.807951924,-0.469953456,-1.382743014,-0.23122388,-1.747858837,0.007505697,0.836037756,0.751780259,-0.371653043,-0.315481378,-0.638468452,-0.610382619,-0.189095131,-0.989541358,-0.526125122,-0.245266796,-0.175052215,0.274321106,0.302406938,0.218149441,-0.175052215,0.063677362,0.190063608,0.414750268,-0.315481378,-0.189095131,0.751780259,1.98755689,-0.371653043,0.246235273,-1.481043428,0.737737343,-1.677644255,0.70965151,0.737737343,1.510097737,0.906252338,1.327539826,1.482011905,1.496054821,-0.11888055,1.510097737,1.074767333,0.779866091,0.793909008,0.555179431
0.649104403,1.117719438,0.736473307,-0.621716031,0.442596082,0.386997688,1.078006299,1.49102294,0.672932286,0.863555351,-1.622487123,-0.788511213,0.45053871,0.371112433,-1.836938071,-0.907650629,-0.875880118,-1.519232963,-0.446978222,-0.343724061,-2.392922011,-0.597888148,-0.93942114,0.291686156,-0.184871507,0.958866883,0.72853068,-0.081617347,0.919153745,1.00652265,-0.010133697,0.291686156,-0.161043624,-2.377036755,0.291686156,-1.654257634,-0.439035594,0.998580022,0.903268489,1.292457247,0.855612723,0.537907615,0.228145134,1.205088342,1.125662065,0.426710827,0.498194476,0.585563381,-0.399322455,0.823842212
0.541723026,-2.018419866,0.593443084,-1.21675896,1.669220299,1.146847709,1.007203551,1.30717989,1.214083785,0.495174973,0.065898488,0.593443084,-0.249593868,-2.018419866,-1.646035445,0.779635294,0.117618547,-1.532251317,-0.327173956,0.402078868,0.552067037,0.800323318,-1.402951171,0.034866453,0.402078868,0.577927067,0.029694447,0.531379014,0.645163142,0.603787096,0.624475119,0.283122734,-0.265109886,0.645163142,-0.213389827,-0.642666312,-0.213389827,-0.151325757,-0.518538172,1.969196638,1.751972393,-0.011681599,-0.477162125,0.593443084,0.355530815,0.748603259,0.236574681,0.634819131,0.639991137,1.302007884
1.086769138,-2.240915202,1.293499027,-1.507357532,1.106775256,1.080100432,0.293193113,-0.266978199,-0.093591841,0.746665127,0.753333833,2.327148471,0.113138048,-1.820786719,0.786677364,-0.76046245,-0.547063855,-1.380652117,0.786677364,0.259849582,-0.413689733,0.413229822,0.733327715,-0.580407385,0.106469342,0.273186994,0.433235941,0.226506052,0.259849582,-0.373677497,0.393223704,0.259849582,-0.02690478,0.693315478,0.259849582,0.259849582,-0.153610196,-0.787137274,-1.167253522,-0.560401267,-0.400352321,-0.106929253,-0.480376794,1.546909858,0.873370543,0.973401134,0.606622299,1.22014326,1.506897622,0.646634536
1.247050995,2.216804286,-0.747347283,0.42367556,0.057730921,0.661539574,0.313892168,0.954295285,0.021136458,0.917700821,-1.058400225,0.057730921,0.899403589,-0.05205247,-0.015458006,-0.14353863,1.759373489,0.112622617,0.057730921,0.057730921,-0.344808181,1.393428851,0.057730921,-0.729050051,-0.674158355,0.057730921,0.478567255,-0.308213717,-1.387750399,0.002839226,0.570053415,0.057730921,-0.564374964,0.753025734,0.734728502,-1.20477808,-0.692455587,-0.125241398,0.057730921,1.503212242,0.972592517,2.180209823,2.564451693,-0.875427906,0.057730921,0.057730921,-0.655861123,-1.607317182,0.057730921,0.057730921
0.748887809,1.244392524,0.895286929,-0.20833721,1.233131053,0.534919863,-0.275906035,0.838979575,0.726364867,1.041686049,-0.039415148,-0.512396922,0.670057513,-0.411043684,-1.88629636,-0.940332812,-0.568704276,0.084461031,-1.019163108,0.106983973,0.039415148,0.985378695,-1.120516345,-0.760149279,0.039415148,-0.264644564,0.444828097,-1.233131053,-0.9065484,-1.706112827,0.106983973,0.895286929,0.422305155,0.512396922,-0.377259272,0.039415148,0.365997801,0.647534571,0.501135451,2.010172539,1.447098998,1.413314586,1.503406352,0.546181334,-0.377259272,0.163291327,0.140768385,-0.230860152,-0.77141075,-0.061938089
0.199716963,-0.237949934,-0.354661106,1.498128758,1.352239792,1.716962206,-0.383838899,0.374783722,-1.536361728,1.23552862,-0.529727865,2.767362759,0.476905998,-0.675616831,0.228894756,-0.981983659,-0.529727865,-0.427605589,0.549850481,-0.048294278,-1.011161452,0.126772481,-0.442194486,-0.34007221,-0.413016692,1.425184275,0.754095033,0.827039516,0.841628412,-0.135827658,0.316428136,1.206350826,1.352239792,-0.077472071,-1.011161452,-0.121238761,-0.179594347,-0.456783382,-0.661027934,0.491494895,-0.004527589,0.068416894,-0.048294278,2.242162483,-0.8069169,-1.726017383,-1.521772831,-1.361294969,-2.090739798,2.037917931
0.557310328,-1.462939611,-0.673067454,0.830727613,-0.399650169,1.225663691,-0.430029868,-2.146482823,-0.855345644,0.268703194,-0.38446032,0.086425004,0.086425004,1.088955049,0.207943797,0.800347915,0.830727613,1.25604339,0.557310328,0.086425004,-0.718637002,-0.855345644,0.086425004,-0.976864438,0.435791535,0.450981384,-0.536358812,0.982626105,0.086425004,2.805408005,0.314272741,0.086425004,0.481361082,0.754778367,0.450981384,-1.705977198,0.086425004,-0.278131376,0.086425004,0.101614853,-0.004714091,0.694018971,-0.460409566,2.364902379,0.16237425,0.086425004,-0.490789264,-1.083193382,-0.733826851,2.15224449
-0.657168608,-1.467376481,-0.459117795,-0.207053123,-0.873224041,-0.639163989,-0.60315475,-1.143293332,-0.00900231,-0.477122414,0.045011548,0.729187086,-0.045011548,1.377353384,0.441113175,-0.711182466,0.60315475,-0.60315475,-0.225057742,-0.207053123,-0.783200944,-0.621159369,0.153039265,-0.711182466,-0.333085459,-0.207053123,-0.999256377,-0.549140892,1.79145963,1.395358003,2.367607451,-1.161297951,0.873224041,0.315080839,0.783200944,0.29707622,3.627930809,-0.531136272,0.765196324,-0.819210183,0.135034645,0.729187086,-0.207053123,-0.58515013,-0.207053123,-0.999256377,-0.027006929,-1.683431914,-0.207053123,-0.045011548
-0.265409204,-0.064621371,-0.11481833,-0.354648241,-1.269348368,-1.230306289,-1.174531891,-1.308390446,-1.107602614,-1.308390446,0.526587247,0.509854928,1.145683065,0.45965797,-1.023941017,-1.247038609,-0.65025255,-0.795265985,-0.070198811,-0.884505022,-1.096447734,-1.012786137,-0.159437848,-0.694872069,-0.231944565,-0.912392221,0.063659744,-0.460619597,-0.237522005,1.681117285,1.664384966,1.580723369,1.357625777,0.961627551,1.290696499,0.532164687,1.301851379,-0.672562309,-0.745069027,-0.873350142,-0.878927582,-0.159437848,1.229344662,1.898637437,1.920947197,0.73295252,1.463597133,1.022979389,1.301851379,1.524948971
-0.755329553,-0.414764002,-0.507645516,-0.476685011,-1.219737122,-0.569566525,0.606932651,0.142525082,-1.033974094,-0.848211067,0.46761038,-0.306402236,1.365465015,0.699814165,-0.631487534,0.003202811,-0.120639208,-1.250697627,-0.33736274,-0.259961479,-1.66866444,-1.746065701,-0.585046777,-0.956572833,-0.724369048,-1.20425687,-0.430244254,0.390209119,0.359248614,0.854616688,1.953714603,1.582188547,0.870096941,0.452130128,1.055859968,0.653373408,0.32828811,-0.554086273,-0.259961479,-0.259961479,-1.343579141,-0.770809805,1.891793594,1.891793594,2.170438135,1.024899464,1.349984763,1.458346529,1.721510818,-0.259961479
-1.248465918,0.67451788,-0.799769698,0.375387067,-0.137408612,-0.351073479,-1.568963218,-1.034801051,-0.393806452,0.524952474,0.4822195,-0.201508072,0.41812004,-1.633062678,-0.927968618,1.828308159,-1.675795651,-0.479272399,-0.778403212,1.507810859,0.460853014,1.379611939,1.935140592,-0.393806452,-1.675795651,-1.932193491,0.888182747,-0.586104832,-0.415172939,-0.906602132,-0.051942666,-0.564738345,0.247188147,1.294145993,-0.372439965,-0.714303752,-0.265607532,-0.607471319,-0.137408612,1.294145993,1.25141302,1.956507079,1.657376266,0.375387067,-0.137408612,1.379611939,1.037748153,1.806941672,0.695884367,-0.137408612
-0.562511128,0.370308244,-0.55099484,-0.585543706,-0.297636492,0.116949896,-1.069227825,-0.815869477,-0.838902054,-1.357135038,0.232112781,-0.735255457,-0.136408452,-0.896483496,-1.034678959,-0.136408452,-0.101859587,-0.228538761,0.059368453,-0.136408452,-1.311069884,-0.597059994,-0.424315666,-1.633525963,1.683165138,0.301210513,1.441323079,1.648616272,-0.021245567,-0.954064939,-0.435831954,-1.541395655,-0.965581228,-0.136408452,-0.07882701,-1.645042252,-0.136408452,2.155332968,2.06320266,0.059368453,0.093917319,0.577601438,0.151498761,0.16301505,1.153415865,2.374142451,2.489305336,1.418290502,1.210997308,0.7157969
-0.595559233,0.069741913,0.176190097,-0.755231508,-0.515723095,1.080999655,-0.941515829,-1.793101296,0.335862372,0.894715335,-0.914903783,-1.580204929,0.043129867,0.096353959,-0.781843554,1.666464664,-0.302826729,-0.648783325,-0.622171279,-0.196378545,-0.382662866,-0.861679691,-0.994739921,-1.420532654,-0.222990591,0.016517822,-0.196378545,-1.526980838,-0.67539537,-0.994739921,0.655206922,-1.314084471,0.628594876,1.187447839,1.480180343,-1.260860379,2.571274223,0.442310555,0.389086463,0.788267151,0.149578051,1.347120114,1.293896022,0.548758739,-0.03670627,-1.234248333,-0.169766499,0.814879197,0.28263828,1.107611701
0.714226142,1.296636836,-0.099299908,-0.968293642,0.057858534,-0.663221374,-1.670884322,-0.293436806,1.139478395,0.427643102,0.852895355,0.825161512,0.686492299,0.917607654,-0.811135201,-0.949804414,-0.580019846,-0.718689059,-0.903581343,1.167212238,-0.838869044,-1.11620747,0.205772361,-0.968293642,-0.200990664,0.353686188,-0.274947577,1.83282446,-1.069984399,-1.171675155,0.640269228,-0.228724506,-0.173256821,-0.071566065,-1.291855139,-1.254876683,-1.652395093,0.492355401,0.843650741,-1.069984399,-0.570775232,0.122570833,-1.023761328,1.54624142,1.222679923,1.647932176,1.786601389,1.694155247,1.509262963,1.416816821
0.52931436,0.786349129,0.39565628,-0.66332697,-0.39601081,0.313405153,-1.516682405,-1.58865214,0.364812107,0.519032969,0.889163037,1.773362644,-0.067006305,-0.334322466,1.053665289,0.190028464,-0.334322466,-0.252071339,-0.241789949,0.806911911,0.323686544,0.40593767,-0.745578097,-0.231508558,0.087214556,0.385374889,0.488188797,0.971414163,-0.426854983,-1.259647635,1.567734828,-0.303478293,-0.097850478,-0.26235273,-0.735296706,-0.478261936,0.282560981,-0.827829223,-0.406292201,-0.375448029,-0.416573592,-0.334322466,-0.550231672,0.333967935,1.382669794,1.228448932,1.146197806,1.814488207,1.999553241,2.822064503
-0.148200622,-0.470712254,0.609000599,0.791289782,-0.568867968,0.454755906,-1.480313883,-1.227913475,-1.199868986,0.06213305,-0.302445316,0.076155295,-0.078089398,-0.975513068,-1.101713272,0.538889375,0.735200803,0.384644682,0.020066316,-0.078089398,-0.442667764,-0.176245112,0.538889375,-0.596912457,0.777267538,0.398666927,0.763245293,0.006044071,-1.760758779,-0.526801233,-0.414623274,0.482800396,0.11822203,-1.858914493,-0.078089398,-0.078089398,-0.078089398,-0.148200622,0.384644682,-0.022000419,0.06213305,0.286488968,-0.624956947,3.539649772,2.361781205,0.833356517,1.338157331,1.983180594,2.642226102,0.566933865
-0.193984704,-0.869406959,0.890245758,0.045967939,-0.345065998,-0.647228586,-1.180456682,0.099290749,-0.469485887,1.014665647,-0.167323299,0.312581987,-0.149549029,-0.469485887,-1.313763706,-1.127133872,-0.833858419,-0.522808697,-0.718325665,-0.69166426,-0.256194648,0.205936368,-0.034016275,-0.736099935,-1.029375388,-1.295989436,-1.349312246,-0.558357236,0.232597773,-1.811443262,1.441248124,-0.282856053,1.512345204,-0.193984704,0.241484908,-0.149549029,0.250372043,-0.140661894,-0.238420379,0.054855074,0.054855074,1.085762727,0.916907163,0.774713004,1.796733522,2.507704316,2.02779903,1.99225049,2.356623023,0.828035814
-0.798298436,-0.078114044,0.02664005,-0.798298436,0.170676928,-0.536413202,-0.339999277,-0.889958267,-0.392376324,0.524221993,0.49803347,-0.693544342,0.393279376,-0.012642735,-1.269691856,-0.667355819,-0.418564847,-1.151843501,-0.248339445,1.021803937,0.223053975,1.2051236,-0.326905016,-0.889958267,-0.078114044,0.759918703,-0.104302567,-0.091208305,0.092111358,-0.536413202,0.406373638,-0.562601726,-0.405470586,-1.099466454,-0.078114044,-0.955429576,-0.601884511,-0.104302567,0.02664005,1.571762927,1.139652292,2.200287487,1.453914572,0.825390012,1.702705544,2.06934487,2.200287487,2.580021076,0.406373638,0.838484273
-0.640241757,-0.086402604,-1.176215132,-0.38118796,0.047590739,0.119053856,-0.720637764,-0.658107537,-0.131067052,-0.407986629,0.020792071,0.360241874,0.369174764,0.127986745,-1.533530714,-0.265060396,-0.220395948,-0.122134163,-0.068536825,-0.327590623,-0.550912862,0.905148138,-0.640241757,-0.774235101,-0.39012085,-0.086402604,-0.095335494,-1.086886236,-0.836765328,0.538899666,1.012342813,-1.471000487,0.583564113,-0.318657733,-0.104268383,-0.086402604,0.23518142,-0.425852408,0.387040543,0.583564113,0.413839212,0.324510316,0.967678365,1.798437095,2.468403812,1.914564659,1.548316187,2.396940696,2.459470923,2.120021119
-1.155613068,-1.231735224,-0.127963968,-0.651303788,-0.175540316,-0.594212171,-0.755971752,-1.012884027,-0.318269357,-0.537120554,0.024280343,0.75695609,0.566650701,-0.118448699,0.347799504,0.109917768,0.167009384,-0.251662471,-0.308754088,-0.232631932,-0.213601393,-0.194570854,-0.755971752,-0.851124446,-0.546635824,-0.356330435,-0.660819057,-0.299238818,-0.213601393,0.57616597,0.823562976,-0.927246602,0.795017168,-0.927246602,0.033795612,-0.603727441,-0.346815166,-0.261177741,-0.44196786,-0.413422052,-0.44196786,0.604711779,-0.089902891,2.203277045,1.651391417,2.545826745,1.556238723,2.203277045,2.81225429,3.135773451
-0.30107964,0.500159327,-2.496254892,-0.904752834,-1.892581698,-1.804774688,-0.729138814,-1.080366855,-0.992559845,-0.937680463,-0.553524794,-0.070586239,-0.070586239,-0.816945824,-0.015706857,0.017220771,0.555038708,-0.542548918,-0.103513867,-0.070586239,0.324545307,0.467231698,-1.201101493,-0.070586239,0.192834792,-0.312055516,0.445279946,-0.674259433,-0.487669537,0.269665925,1.070904892,-0.070586239,1.597746953,0.280641802,-0.092537991,-0.081562115,0.13795541,-0.070586239,-0.070586239,-0.026682734,-0.158393249,1.455060561,1.027001387,1.5757952,1.685553963,1.608722829,1.202615407,1.992878498,2.234347776,2.322154786
0.084741332,-0.318127295,-0.694138013,0.031025515,-0.962717098,-0.788140693,0.031025515,-1.137293503,0.863620677,0.017596561,-0.425558929,0.098170286,0.031025515,-2.198180887,0.55475473,-1.070148732,-0.412129975,-0.734424876,-1.043290823,0.031025515,-1.379014679,0.380178325,0.178744011,0.031025515,-0.58670638,0.326462508,-0.788140693,-0.04954821,0.031025515,-0.4927037,0.836762769,-2.023604482,1.441065709,0.031025515,-0.076406119,0.031025515,0.031025515,0.756189043,1.575355251,0.729331135,0.621899501,2.058797604,1.937937016,1.320205121,-0.318127295,2.099084466,1.266489304,1.239631396,1.266489304,1.60221316
-0.156756049,0.134183178,-1.029573729,0.988817157,-0.138572347,0.079632073,-0.611348591,-1.46598257,-0.047653839,-0.356776767,0.04326467,0.80698014,0.497857211,0.206917985,-1.029573729,-1.120492238,0.26146909,-0.865920414,-0.502246381,-0.211307154,0.134183178,0.297836493,-0.811369309,-1.647819586,0.279652791,-0.702267099,0.15236688,-0.484062679,1.934369644,0.134183178,1.588879312,-0.993206326,-0.338593066,1.097919367,-1.847840305,-1.647819586,-1.211410746,1.279756383,0.879714947,2.061655555,1.643430417,1.370674892,1.552511909,0.134183178,0.134183178,0.69787793,0.206917985,1.497960803,0.861531245,1.825267434
0.046844245,0.709913381,-0.535362801,-0.001673009,-0.357466204,-0.098707516,-1.230776773,-1.521880296,0.014499409,0.386465022,-0.486845547,0.160051171,0.677568545,-0.276604114,1.680258458,-0.470673129,0.014499409,-0.260431696,-0.017845427,-0.001673009,-0.77794907,0.273258096,-1.230776773,-2.152604596,-0.38981104,-0.001673009,-1.133742265,-0.179569606,-0.001673009,-0.001673009,0.176223589,-1.65125964,1.227430756,-1.602742386,-0.664742145,-0.77794907,-0.001673009,1.66408604,1.793465384,1.453844607,1.049534158,2.812327715,1.696430876,-0.001673009,-0.001673009,1.534706697,1.340637681,0.709913381,0.548189202,0.920154815
-1.379598824,-0.798363484,-0.15900461,0.170362082,-0.29462619,0.364107196,0.150987571,0.460979752,-0.507745814,0.092864037,0.150987571,0.925968024,1.700948478,-0.972734086,0.42223073,0.073489526,-0.023383031,-0.081506565,0.519103286,1.797821034,-0.023383031,0.150987571,0.383481707,1.139087649,-0.023383031,-1.398973336,-1.708965517,-0.139630099,2.049689682,0.112238548,-0.236502656,-2.677691084,-0.701490928,-1.127730177,-0.062132054,-1.340849802,-0.00400852,-0.197753633,-1.03085762,0.654724866,0.344732684,-0.100881076,0.092864037,0.596601332,2.32093284,1.58470141,1.855944568,1.119713138,-0.023383031,-0.197753633
